customer_id,last_purchase,frequency,monetary,margin,discount,points_earned,points_redeemed,promo_share,category_breadth,recency_days,avg_basket,margin_rate,redemption_rate,incentive_responsiveness,R_score,F_score,M_score,value_score,opportunity_score,segment,strategy,age_band,region,app_user
100010,2025-12-17,143,4197.36,1504.19,255.26,4130,455,0.16783216783216784,10,14,29.35216783216783,0.35836573465225763,0.11016949152542373,0.3072306316848612,3,5,5,4.8365169213537085,2.0656788740871614,High Value / Low Opportunity,Retain Efficiently,35-44,West,False
100011,2025-12-06,24,763.06,161.44,94.5,752,207,0.5833333333333334,9,25,31.794166666666666,0.21156920818808483,0.2752659574468085,0.6265459735490354,2,2,3,1.9442315385230817,2.8818662115070115,Low Value / High Opportunity,Develop,65+,South,False
100012,2025-12-27,75,1750.65,575.0,108.78,1713,318,0.2,10,4,23.342000000000002,0.3284494330677177,0.18563922942206654,0.2460735387415258,5,5,5,4.573005840467237,2.474834155663913,High Value / High Opportunity,Protect & Grow,45-54,Zagreb,True
100013,2025-09-20,18,290.43,95.66,23.75,282,64,0.2777777777777778,8,102,16.135,0.32937368729125777,0.22695035460992907,0.3276757784065245,1,2,1,1.7456416513321067,1.4176774339692846,Low Value / Low Opportunity,Automate / Low-cost,55-64,North,True
100014,2025-12-17,27,598.63,241.54,65.78999999999999,582,42,0.48148148148148145,10,14,22.171481481481482,0.4034879641848888,0.07216494845360824,0.4806484469853015,3,3,3,3.1759100728058245,3.021976747136242,High Value / High Opportunity,Protect & Grow,35-44,East,False
100015,2025-06-06,2,12.68,4.43,1.5499999999999998,11,1,0.5,2,208,6.34,0.34936908517350157,0.09090909090909091,0.45913278579688704,1,1,1,1.3981938555084408,1.959370373771454,Low Value / Low Opportunity,Automate / Low-cost,25-34,South,True
100016,2025-12-27,31,750.52,267.35,46.91,732,74,0.1935483870967742,10,4,24.210322580645162,0.35621968768320633,0.10109289617486339,0.20020635746589294,5,3,3,3.1189655172413793,2.3601870821204853,High Value / Low Opportunity,Retain Efficiently,35-44,West,True
100017,2025-12-30,19,276.75,85.46,19.38,265,40,0.3157894736842105,9,1,14.56578947368421,0.3087985546522132,0.1509433962264151,0.3143868955659568,5,2,1,1.6267021361708938,2.5801978412094977,Low Value / High Opportunity,Develop,18-24,North,False
100018,2025-12-29,45,736.83,176.62,54.78,715,72,0.3111111111111111,10,2,16.374000000000002,0.23970250939836868,0.1006993006993007,0.325211785018248,5,4,3,2.8701056084486756,2.8809884572463345,High Value / High Opportunity,Protect & Grow,55-64,South,False
100019,2025-12-09,31,725.44,211.54,50.42,712,76,0.22580645161290322,9,22,23.401290322580646,0.29160233789148654,0.10674157303370786,0.43201326700583603,2,3,3,2.702752220177614,1.903531870924744,Low Value / Low Opportunity,Automate / Low-cost,45-54,Zagreb,True
100020,2025-11-14,11,301.47,77.69,21.84,296,29,0.2727272727272727,8,47,27.40636363636364,0.2577039174710585,0.09797297297297297,0.4478924638896626,1,1,1,0.8800524041923353,1.6770790894353955,Low Value / Low Opportunity,Automate / Low-cost,55-64,Zagreb,True
100021,2025-10-29,18,301.42,103.87,44.7,293,58,0.6111111111111112,9,63,16.745555555555555,0.34460221617676334,0.19795221843003413,0.9091471627492608,1,2,1,1.8372289783182656,3.275759530458979,Low Value / High Opportunity,Develop,35-44,East,True
100022,2025-12-26,28,839.2,305.95,71.12,826,215,0.35714285714285715,10,5,29.97142857142857,0.36457340324118204,0.2602905569007264,0.3074031299317509,5,3,3,3.0984838787102964,2.938426783925766,High Value / High Opportunity,Protect & Grow,65+,West,False
100023,2025-12-27,101,3621.02,1159.46,328.49,3569,623,0.3564356435643564,10,4,35.85168316831683,0.32020259484896524,0.17455869991594283,0.239402899223503,5,5,5,4.580386430914474,2.7829735686165114,High Value / High Opportunity,Protect & Grow,55-64,Zagreb,False
100024,2025-12-29,23,501.61,131.07,29.18,490,53,0.21739130434782608,10,2,21.80913043478261,0.2612986184485955,0.10816326530612246,0.34216473178232165,5,2,2,1.748813905112409,2.7224293512065993,Low Value / High Opportunity,Develop,55-64,Central,True
100025,2025-12-07,24,439.49,158.9,47.79,427,115,0.4166666666666667,10,24,18.312083333333334,0.3615554392591413,0.2693208430913349,0.3682475661153689,2,2,2,2.4031762541003276,2.4346105080383227,Low Value / High Opportunity,Develop,25-34,Zagreb,True
100026,2025-12-22,43,1026.35,182.15,86.72,1004,210,0.32558139534883723,10,9,23.868604651162787,0.17747357139377407,0.20916334661354583,0.3118813208401241,4,4,4,3.085274821985759,2.630824799236467,High Value / High Opportunity,Protect & Grow,35-44,Zagreb,False
100027,2025-12-07,40,494.15,153.99,47.0,472,92,0.375,10,24,12.35375,0.311626024486492,0.19491525423728814,0.2937113870479753,2,4,2,2.893825506040483,2.192918186263177,High Value / Low Opportunity,Retain Efficiently,18-24,South,False
100028,2025-12-07,19,316.39,83.97,9.0,305,50,0.05263157894736842,8,24,16.652105263157893,0.26540029710167834,0.16393442622950818,0.38640182471204004,2,2,1,1.3333786702936234,1.5179909925530461,Low Value / Low Opportunity,Automate / Low-cost,25-34,Central,False
100029,2025-10-04,29,627.97,224.66,68.51,612,106,0.3793103448275862,10,88,21.654137931034484,0.3577559437552749,0.17320261437908496,0.2684479657713923,1,3,3,3.0886430914473157,1.8946711760458776,High Value / Low Opportunity,Retain Efficiently,45-54,North,True
100030,2025-12-27,34,611.35,215.71,61.18,593,136,0.38235294117647056,10,4,17.980882352941176,0.3528420708268586,0.22934232715008432,0.3298449467545541,5,3,3,3.1561484918793505,3.0382373170926984,High Value / High Opportunity,Protect & Grow,45-54,Central,True
100031,2025-12-16,13,287.89,103.9,17.14,281,25,0.23076923076923078,8,15,22.145384615384614,0.3609017333009136,0.08896797153024912,0.3967566363086622,3,1,1,1.5639571165693256,1.9740939430153956,Low Value / Low Opportunity,Automate / Low-cost,65+,North,True
100032,2025-12-30,142,4172.57,1097.53,310.92,4102,449,0.2605633802816901,10,1,29.384295774647885,0.2630345326741073,0.10945880058508045,0.3339655877596325,5,5,5,4.227358188655092,2.789510619502937,High Value / High Opportunity,Protect & Grow,25-34,Zagreb,False
100033,2025-12-30,87,737.57,222.39,78.18,696,185,0.5172413793103449,10,1,8.477816091954024,0.30151714413547187,0.26580459770114945,0.5124389646636313,5,5,3,3.720023601888151,3.626553055723989,High Value / High Opportunity,Protect & Grow,35-44,East,False
100034,2025-12-18,41,637.2,166.26,85.01,615,177,0.5609756097560976,10,13,15.541463414634148,0.2609227871939736,0.28780487804878047,0.5768087460920684,3,4,3,2.919379550364029,3.297382143704354,High Value / High Opportunity,Protect & Grow,35-44,South,False
100035,2025-12-03,19,369.40999999999997,133.68,31.32,359,85,0.42105263157894735,10,28,19.442631578947367,0.3618743401640454,0.23676880222841226,0.4589769259353759,2,2,2,2.294207536602928,2.6456971232777895,Low Value / High Opportunity,Develop,25-34,Zagreb,False
100036,2025-12-25,91,1224.95,347.35,86.55,1181,224,0.21978021978021978,10,6,13.460989010989012,0.2835625943916078,0.1896697713801863,0.1829517408561797,4,5,4,3.951284102728218,2.1182429450486544,High Value / Low Opportunity,Retain Efficiently,25-34,Zagreb,True
100037,2025-05-17,17,582.95,179.51,34.339999999999996,575,89,0.17647058823529413,9,228,34.29117647058824,0.30793378505875285,0.15478260869565216,0.18115991848040808,1,1,3,2.026648131850548,1.0040475315981197,Low Value / Low Opportunity,Automate / Low-cost,35-44,Central,True
100038,2025-11-26,34,1998.66,439.84000000000003,114.27,1981,122,0.14705882352941177,10,35,58.78411764705883,0.22006744518827615,0.061585058051489144,0.16455950452963553,2,3,5,3.105008400672054,1.4675466682143217,High Value / Low Opportunity,Retain Efficiently,25-34,North,False
100039,2025-12-04,29,754.35,227.65,87.05,740,95,0.4482758620689655,10,27,26.01206896551724,0.3017829919798502,0.12837837837837837,0.4168699643457394,2,3,3,2.7393551484118728,2.5900495871513036,Low Value / High Opportunity,Develop,45-54,Zagreb,False
100040,2025-12-01,46,601.3,168.32,53.79,577,81,0.391304347826087,10,30,13.071739130434782,0.2799268252120406,0.14038128249566725,0.5243301473308387,2,4,3,3.093853508280662,2.7432529123008518,High Value / High Opportunity,Protect & Grow,35-44,East,False
100041,2025-12-08,22,864.86,310.76,51.730000000000004,855,141,0.2727272727272727,9,23,39.31181818181818,0.3593182711652753,0.1649122807017544,0.3610939733404708,2,2,3,2.6996519721577723,1.8405636881959135,Low Value / Low Opportunity,Automate / Low-cost,55-64,South,True
100042,2025-12-30,8,228.45,73.94,37.14,225,31,0.625,6,1,28.55625,0.32365944407966735,0.13777777777777778,0.5423606669984545,5,1,1,1.2779842387390992,3.2497663571350337,Low Value / High Opportunity,Develop,45-54,Zagreb,True
100043,2025-11-06,13,246.11,51.95,10.32,239,0,0.07692307692307693,7,55,18.931538461538462,0.21108447442200642,0.0,0.23307761020144024,1,1,1,0.7566325306024482,0.869074694959001,Low Value / Low Opportunity,Automate / Low-cost,25-34,Zagreb,True
100044,2025-12-23,29,278.07,88.26,36.78,263,54,0.6206896551724138,10,8,9.588620689655173,0.31740209299816596,0.20532319391634982,0.43235438998018355,4,3,1,2.1496239699175934,3.242108922379007,Low Value / High Opportunity,Develop,55-64,East,True
100045,2025-11-30,53,692.87,169.67000000000002,41.81,665,83,0.20754716981132076,10,31,13.073018867924528,0.2448799919176758,0.12481203007518797,0.23979849124785002,2,4,3,2.9695735658852707,1.7239613584879174,High Value / Low Opportunity,Retain Efficiently,55-64,North,False
100046,2025-11-07,23,537.23,219.28,45.86,526,76,0.391304347826087,10,54,23.35782608695652,0.40816782383709027,0.1444866920152091,0.2691718313839001,1,2,2,2.496913753100248,1.9191467014202397,Low Value / Low Opportunity,Automate / Low-cost,35-44,Zagreb,False
100047,2025-11-28,16,226.08,66.43,33.19,219,75,0.6875,7,33,14.13,0.29383404104741684,0.3424657534246575,0.7118043008329991,2,1,1,1.2040883270661653,2.923730450536141,Low Value / High Opportunity,Develop,25-34,East,True
100048,2025-12-28,47,733.17,124.31,95.67999999999999,709,156,0.46808510638297873,10,3,15.59936170212766,0.1695514000845643,0.22002820874471085,0.15331934416879311,5,4,3,2.76908752700216,2.7711226167071707,Low Value / High Opportunity,Develop,45-54,East,False
100049,2025-12-30,45,1374.44,471.85,68.9,1350,88,0.13333333333333333,10,1,30.543111111111113,0.34330345449783184,0.06518518518518518,0.12253310645697764,5,4,4,3.863137050964077,2.1095461972648186,High Value / Low Opportunity,Retain Efficiently,25-34,East,False
100050,2025-12-08,15,378.89,100.15,31.97,374,49,0.4,7,23,25.259333333333334,0.26432473805062157,0.13101604278074866,0.37461236370404183,2,1,2,1.3414813185054804,1.9656601409199008,Low Value / Low Opportunity,Automate / Low-cost,25-34,North,False
100051,2025-12-21,16,493.88,171.09,82.45,484,87,0.5,10,10,30.8675,0.34642018304041466,0.1797520661157025,0.4117941061532789,4,1,2,1.905096407712617,3.1348834065782962,Low Value / High Opportunity,Develop,18-24,Zagreb,False
100052,2025-12-25,36,1367.12,504.35,147.79,1350,244,0.4166666666666667,10,6,37.97555555555555,0.3689142138217567,0.18074074074074073,0.4122425471512191,4,3,4,3.6075866069285545,3.0335992153689855,High Value / High Opportunity,Protect & Grow,55-64,Zagreb,False
100053,2025-09-20,10,216.04,50.56,10.22,211,0,0.1,8,102,21.604,0.23403073504906502,0.0,0.2490292697208895,1,1,1,0.7635330826466117,0.9744439871224214,Low Value / Low Opportunity,Automate / Low-cost,45-54,West,False
100054,2025-12-28,30,794.17,236.11,67.5,778,177,0.3333333333333333,9,3,26.47233333333333,0.2973041036553887,0.2275064267352185,0.4461813838978261,5,3,3,2.725504040323226,2.913893412594015,Low Value / High Opportunity,Develop,45-54,Central,False
100055,2025-12-19,39,981.94,205.3,55.36,964,142,0.20512820512820512,10,12,25.17794871794872,0.20907591095178932,0.14730290456431536,0.2937418694870376,3,4,4,3.0611628930314425,2.0917111697029034,High Value / Low Opportunity,Retain Efficiently,55-64,North,False
100056,2025-12-22,27,408.05,108.12,17.29,395,22,0.14814814814814814,10,9,15.112962962962964,0.2649675284891557,0.05569620253164557,0.2875627966770128,4,3,2,2.104412352988239,2.2452416505519213,Low Value / Low Opportunity,Automate / Low-cost,35-44,East,False
100057,2025-12-23,24,591.51,227.78,70.21000000000001,580,114,0.4583333333333333,9,8,24.64625,0.38508224713022604,0.19655172413793104,0.4827904959546349,4,2,3,2.8283822705816464,2.9632637747106334,High Value / High Opportunity,Protect & Grow,35-44,North,True
100058,2025-11-29,21,567.2,148.9,37.99,557,92,0.19047619047619047,7,32,27.009523809523813,0.2625176304654443,0.1651705565529623,0.18544362684192103,2,2,2,1.711520921673734,1.1159990604663281,Low Value / Low Opportunity,Automate / Low-cost,25-34,West,True
100059,2025-10-16,16,464.67,125.01,51.660000000000004,457,169,0.5,8,76,29.041875,0.26902963393375945,0.36980306345733044,0.2911610412103429,1,1,2,1.3890751260100807,1.7175173351226638,Low Value / Low Opportunity,Automate / Low-cost,25-34,Central,True
100060,2025-11-29,13,485.53000000000003,128.41,22.15,480,49,0.15384615384615385,6,32,37.34846153846154,0.26447387391098387,0.10208333333333333,0.24308326852729417,2,1,2,1.301608128650292,1.1604214329127103,Low Value / Low Opportunity,Automate / Low-cost,45-54,Zagreb,False
100061,2025-12-12,50,1048.78,290.77,133.92,1024,357,0.48,10,19,20.9756,0.2772459429050897,0.3486328125,0.490394731583705,3,4,4,3.4673053844307544,3.0426907902748734,High Value / High Opportunity,Protect & Grow,35-44,Zagreb,False
100062,2025-12-21,67,1243.97,460.87,96.72,1211,143,0.31343283582089554,10,10,18.56671641791045,0.37048321100991183,0.1180842279108175,0.3767315224730129,4,5,4,4.405640451236099,2.7528558423576226,High Value / High Opportunity,Protect & Grow,35-44,Zagreb,False
100063,2025-12-22,54,939.6,321.71,61.97,910,66,0.2222222222222222,10,9,17.400000000000002,0.34239037888463175,0.07252747252747253,0.07019588671487581,4,4,4,3.9452436194895597,1.869500169862451,High Value / Low Opportunity,Retain Efficiently,55-64,Zagreb,False
100064,2025-12-29,17,601.86,148.05,42.65,593,51,0.29411764705882354,8,2,35.40352941176471,0.24598743893928823,0.08600337268128162,0.31090478024105583,5,1,3,1.6410172813825104,2.416575618731431,Low Value / High Opportunity,Develop,45-54,East,False
100065,2025-12-15,99,2641.28,980.71,164.07,2595,99,0.1919191919191919,10,16,26.67959595959596,0.3713010358614005,0.03815028901734104,0.349420979789859,3,5,5,4.848987919033523,2.1929947483306873,High Value / Low Opportunity,Retain Efficiently,35-44,Zagreb,False
100066,2025-12-22,16,267.27,55.65,26.94,261,10,0.4375,8,9,16.704375,0.2082164103715344,0.038314176245210725,0.32937316739339784,4,1,1,0.8127570205616449,2.482118908977733,Low Value / High Opportunity,Develop,35-44,Central,False
100067,2025-12-23,41,642.12,192.29,38.32,626,132,0.3170731707317073,10,8,15.661463414634147,0.29946115990780536,0.2108626198083067,0.3306606407614617,4,4,3,3.170359628770301,2.6570494867568923,High Value / High Opportunity,Protect & Grow,25-34,East,False
100068,2025-12-27,74,1887.31,476.01,168.11,1850,316,0.32432432432432434,10,4,25.504189189189187,0.25221611711907427,0.17081081081081081,0.5997060768530105,5,5,5,4.0714157132570605,3.5263753358523084,High Value / High Opportunity,Protect & Grow,18-24,Zagreb,False
100069,2025-12-20,47,877.3,213.27,78.41,851,68,0.3191489361702128,10,11,18.66595744680851,0.24309814202667276,0.0799059929494712,0.4750080604468843,4,4,4,3.2545383630690456,2.9859565110754955,High Value / High Opportunity,Protect & Grow,35-44,Zagreb,True
100070,2025-12-22,9,151.76,48.84,14.97,147,23,0.3333333333333333,6,9,16.862222222222222,0.3218239325250396,0.1564625850340136,0.28999613962971593,4,1,1,1.2782842627410194,2.108752815086935,Low Value / Low Opportunity,Automate / Low-cost,25-34,Zagreb,False
100071,2025-12-15,31,542.67,178.27,35.54,527,103,0.25806451612903225,9,16,17.50548387096774,0.3285053531612214,0.1954459203036053,0.46318343216151026,3,3,2,2.6126930154412356,2.289279991744949,Low Value / Low Opportunity,Automate / Low-cost,35-44,East,True
100072,2025-12-15,31,498.3,184.77,51.76,481,93,0.4838709677419355,10,16,16.074193548387097,0.3708007224563516,0.19334719334719336,0.41961162038776284,3,3,2,2.8274501960156817,2.886624045704453,High Value / High Opportunity,Protect & Grow,55-64,East,False
100073,2025-11-15,19,686.55,269.67,56.82,678,105,0.3157894736842105,8,46,36.13421052631579,0.39279003714223293,0.15486725663716813,0.44063964154204815,1,2,3,2.734674773981918,1.7554853171595037,Low Value / Low Opportunity,Automate / Low-cost,25-34,North,False
100074,2025-12-17,37,755.56,272.6,44.01,738,30,0.1891891891891892,9,14,20.42054054054054,0.36079199534120393,0.04065040650406504,0.3032693521855785,3,3,3,3.2426454116329304,1.798077800158171,High Value / Low Opportunity,Retain Efficiently,18-24,Zagreb,False
100075,2025-12-29,61,1840.85,462.8,169.78,1813,301,0.39344262295081966,10,2,30.177868852459014,0.2514056006736019,0.16602316602316602,0.20614128086830288,5,5,5,4.006290503240259,2.7809207501831397,High Value / High Opportunity,Protect & Grow,25-34,South,False
100076,2025-12-14,34,1041.54,318.15,71.03999999999999,1021,160,0.23529411764705882,10,17,30.633529411764705,0.30546114407511954,0.15670910871694418,0.4373689538353313,3,3,4,3.2069645571645733,2.4709240936452965,High Value / High Opportunity,Protect & Grow,25-34,North,False
100077,2025-11-10,19,217.23,67.45,15.37,207,34,0.3157894736842105,8,51,11.433157894736842,0.31050039129033746,0.1642512077294686,0.37279486273074103,1,2,1,1.638943115449236,1.6028345648340627,Low Value / Low Opportunity,Automate / Low-cost,45-54,North,False
100078,2025-11-28,9,215.14,48.980000000000004,18.58,211,0,0.4444444444444444,7,33,23.904444444444444,0.22766570605187322,0.0,0.5757680021524443,2,1,1,0.7297203776302104,2.4862457662639135,Low Value / High Opportunity,Develop,35-44,North,True
100079,2025-07-04,6,85.6,25.62,5.97,82,13,0.3333333333333333,4,180,14.266666666666666,0.2992990654205608,0.15853658536585366,0.3114585495460125,1,1,1,1.0868489479158332,1.374093101387721,Low Value / Low Opportunity,Automate / Low-cost,55-64,Zagreb,False
100080,2025-12-27,112,3180.88,823.94,166.89,3125,239,0.16964285714285715,10,4,28.400714285714287,0.25902894796408543,0.07648,0.09805649648266251,5,5,5,4.185204816385311,2.095764628086871,High Value / Low Opportunity,Retain Efficiently,45-54,Central,True
100081,2025-11-12,14,362.4,124.96,25.67,356,80,0.42857142857142855,8,49,25.885714285714283,0.3448123620309051,0.2247191011235955,0.4151671435086572,1,1,2,1.8545623649891991,1.9122843255546915,Low Value / Low Opportunity,Automate / Low-cost,35-44,Central,False
100082,2025-10-07,21,618.33,174.47,65.7,609,131,0.38095238095238093,9,85,29.444285714285716,0.28216324616305205,0.21510673234811165,0.3218751232693404,1,2,3,2.1827106168493478,1.7305645349966272,Low Value / Low Opportunity,Automate / Low-cost,55-64,Zagreb,False
100083,2025-12-26,87,1979.1,563.51,126.69,1935,196,0.21839080459770116,10,5,22.748275862068965,0.2847304330251124,0.10129198966408269,0.44619539303900924,5,5,5,4.299873989919194,2.957968456643555,High Value / High Opportunity,Protect & Grow,25-34,Zagreb,False
100084,2025-09-28,14,300.37,52.94,14.049999999999999,293,21,0.07142857142857142,8,94,21.455000000000002,0.17624929253920163,0.07167235494880546,0.23360069843389064,1,1,1,0.7402012160972877,0.9289063358574045,Low Value / Low Opportunity,Automate / Low-cost,18-24,East,True
100085,2025-12-30,25,716.5,235.10999999999999,46.86,706,141,0.24,10,1,28.66,0.32813677599441726,0.19971671388101983,0.25481236910949245,5,2,3,2.5920933674693973,2.5698625532741803,Low Value / High Opportunity,Develop,25-34,North,True
100086,2025-12-16,60,3056.36,807.37,144.3,3022,322,0.15,10,15,50.93933333333334,0.26416063552722846,0.10655195234943746,0.2073730161523734,3,5,5,4.06654532362589,1.8166222889830514,High Value / Low Opportunity,Retain Efficiently,45-54,South,True
100087,2025-09-15,24,433.54,144.23,21.57,421,43,0.125,10,107,18.06416666666667,0.3326797988651566,0.1021377672209026,0.17249776654872823,1,2,2,2.2498439875190015,1.2144810836233497,Low Value / Low Opportunity,Automate / Low-cost,35-44,East,True
100088,2025-07-31,9,244.48,79.72,30.99,241,23,0.3333333333333333,6,153,27.16444444444444,0.3260798429319372,0.0954356846473029,0.41488108391732964,1,1,1,1.3063465077206176,1.6397439397340654,Low Value / Low Opportunity,Automate / Low-cost,25-34,South,False
100089,2025-11-27,25,867.77,280.07,59.55,856,43,0.24,10,34,34.7108,0.32274681079087775,0.05023364485981308,0.4632644157397672,2,2,3,2.556970557644611,2.2888796581922985,Low Value / Low Opportunity,Automate / Low-cost,35-44,Zagreb,False
100090,2025-12-01,33,610.24,189.66,46.55,590,90,0.3333333333333333,10,30,18.492121212121212,0.31079575249082325,0.15254237288135594,0.23659491164671312,2,3,3,2.8774161932954634,1.9794843228668375,High Value / Low Opportunity,Retain Efficiently,25-34,East,True
100091,2025-12-02,33,1152.28,353.7,95.57,1139,125,0.30303030303030304,9,29,34.917575757575754,0.3069566424827299,0.10974539069359086,0.3905406925568265,2,3,4,3.200354028322266,1.9741066894633563,High Value / Low Opportunity,Retain Efficiently,45-54,Zagreb,True
100092,2025-12-22,39,632.01,196.44,32.76,609,33,0.1794871794871795,10,9,16.205384615384617,0.31081786680590495,0.054187192118226604,0.179458669787517,4,4,3,3.223963917113369,2.04122050210152,High Value / Low Opportunity,Retain Efficiently,35-44,South,False
100093,2025-12-30,30,1223.02,317.67,81.24,1209,193,0.26666666666666666,10,1,40.76733333333333,0.2597422773135354,0.15963606286186932,0.3825855812915858,5,3,4,2.83360468837507,2.912489191636767,High Value / High Opportunity,Protect & Grow,35-44,East,False
100094,2025-12-20,84,891.04,235.52,55.32,851,56,0.25,10,11,10.607619047619048,0.2643203447656671,0.06580493537015276,0.3480107755977782,4,5,4,3.8153932314585166,2.549953099403346,High Value / High Opportunity,Protect & Grow,25-34,Central,False
100095,2025-09-14,22,585.58,144.81,56.41,576,35,0.36363636363636365,9,108,26.61727272727273,0.24729328187438093,0.06076388888888889,0.42675090303210406,1,2,3,2.007656612529002,1.932609825445724,Low Value / Low Opportunity,Automate / Low-cost,45-54,Zagreb,False
100096,2024-10-17,5,229.79,69.65,27.14,227,0,0.4,5,440,45.958,0.3031028330214544,0.0,0.475942442343125,1,1,1,1.1082506600528041,1.8879158589011218,Low Value / Low Opportunity,Automate / Low-cost,35-44,East,False
100097,2025-12-23,65,976.87,286.06,60.89,945,127,0.27692307692307694,10,8,15.02876923076923,0.29283323267169636,0.1343915343915344,0.27832725853908785,4,5,4,3.9306424513961113,2.45013974398593,High Value / High Opportunity,Protect & Grow,18-24,East,False
100098,2025-09-05,13,413.96,122.68,38.01,408,103,0.46153846153846156,8,117,31.84307692307692,0.2963571359551648,0.25245098039215685,0.4658194796454026,1,1,2,1.5101848147851828,2.0701830963435275,Low Value / Low Opportunity,Automate / Low-cost,25-34,Zagreb,False
100099,2025-12-15,10,454.63,166.1,38.17,449,96,0.4,7,16,45.463,0.3653520445197193,0.21380846325167038,0.5901606595681749,3,1,2,1.8818145451636132,2.7006438066142002,Low Value / High Opportunity,Develop,65+,Central,False
100100,2025-12-29,48,445.23,125.8,41.66,422,86,0.2916666666666667,10,2,9.275625,0.2825505918289423,0.2037914691943128,0.32036965621348124,5,4,2,2.781796543723498,2.828367829368564,Low Value / High Opportunity,Develop,65+,North,False
100101,2025-12-09,39,1004.9,260.29,73.24000000000001,988,165,0.2564102564102564,10,22,25.766666666666666,0.2590207980893621,0.16700404858299595,0.3268969824033465,2,4,4,3.229996399711977,2.016773210807562,High Value / Low Opportunity,Retain Efficiently,45-54,East,False
100102,2025-12-20,24,360.58,131.15,21.87,350,52,0.20833333333333334,9,11,15.024166666666666,0.3637195629263964,0.14857142857142858,0.3655350280985461,4,2,2,2.41199695975678,2.220983195572317,Low Value / Low Opportunity,Automate / Low-cost,25-34,North,False
100103,2025-07-30,4,71.47,22.66,8.03,69,0,0.5,4,154,17.8675,0.31705610745767454,0.0,0.5765649744644108,1,1,1,1.2021481718537481,2.2317834535258028,Low Value / Low Opportunity,Automate / Low-cost,65+,Central,True
100104,2025-12-28,47,666.99,189.01,66.88,642,98,0.425531914893617,10,3,14.19127659574468,0.283377561882487,0.1526479750778816,0.3871414341776404,5,4,3,3.1266361308904713,3.240217758862248,High Value / High Opportunity,Protect & Grow,55-64,Zagreb,False
100105,2025-12-08,14,496.02,192.44,27.55,490,65,0.14285714285714285,8,23,35.43,0.38796822708761747,0.1326530612244898,0.19536861210448447,2,1,2,2.0179754380350428,1.136620140496151,Low Value / Low Opportunity,Automate / Low-cost,45-54,East,False
100106,2025-12-29,47,1389.5,490.57,94.85000000000001,1363,272,0.2978723404255319,10,2,29.56382978723404,0.3530550557754588,0.1995597945707997,0.5297349688335687,5,4,4,3.934872789823186,3.312565832847768,High Value / High Opportunity,Protect & Grow,35-44,South,False
