customer_id,age_band,region,app_user
100152,25-34,West,False
100153,35-44,Central,True
100154,25-34,East,True
100155,45-54,Central,False
100156,25-34,Zagreb,False
100157,45-54,South,False
100158,45-54,Zagreb,False
100159,55-64,Zagreb,False
100160,25-34,Zagreb,False
100161,65+,South,False
100162,25-34,North,False
100163,18-24,East,True
100164,35-44,North,True
100165,35-44,Zagreb,True
100166,55-64,Zagreb,True
100167,55-64,Zagreb,False
100168,25-34,East,True
100169,65+,Zagreb,False
100170,25-34,North,True
100171,35-44,North,False
100172,25-34,East,False
100173,65+,South,True
100174,25-34,Zagreb,True
100175,18-24,East,True
100176,35-44,Zagreb,True
100177,65+,South,False
100178,55-64,South,True
100179,45-54,Zagreb,False
100180,55-64,Zagreb,False
100181,55-64,Zagreb,False
100182,35-44,Zagreb,False
100183,25-34,Zagreb,True
100184,55-64,Zagreb,False
100185,45-54,Zagreb,False
100186,35-44,Zagreb,True
100187,25-34,North,False
100188,45-54,Zagreb,False
100189,25-34,North,True
100190,65+,South,False
100191,25-34,North,False
100192,25-34,Zagreb,False
100193,55-64,South,False
100194,25-34,Zagreb,False
100195,25-34,Zagreb,False
100196,45-54,East,True
100197,55-64,Zagreb,False
100198,25-34,East,True
100199,25-34,West,False
100200,55-64,East,False
100201,65+,West,False
100202,35-44,North,False
100203,25-34,Zagreb,False
100204,18-24,North,True
100205,25-34,North,False
100206,25-34,Central,True
100207,45-54,Central,False
100208,25-34,Zagreb,False
100209,35-44,South,False
100210,45-54,Zagreb,True
100211,45-54,South,False
100212,25-34,Zagreb,False
100213,55-64,Central,False
100214,45-54,Central,False
100215,45-54,East,True
100216,25-34,West,False
100217,25-34,East,False
100218,65+,East,False
100219,35-44,South,False
100220,25-34,Zagreb,True
100221,35-44,East,False
100222,45-54,Central,True
100223,65+,Zagreb,True
100224,25-34,Zagreb,False
100225,65+,Zagreb,True
100226,18-24,Zagreb,True
100227,35-44,Central,True
100228,45-54,East,False
100229,25-34,Zagreb,False
100230,25-34,East,False
100231,35-44,Zagreb,False
100232,65+,South,False
100233,45-54,Central,True
100234,65+,Zagreb,False
100235,55-64,Zagreb,False
100236,35-44,West,False
100237,55-64,East,True
100238,18-24,North,True
100239,25-34,East,True
100240,55-64,North,False
100241,55-64,South,True
100242,25-34,South,False
100243,35-44,Zagreb,False
100244,45-54,Central,False
100245,55-64,West,False
100246,45-54,Zagreb,True
100247,35-44,South,True
100248,35-44,North,False
100249,35-44,Zagreb,True
100250,45-54,South,False
100251,55-64,Central,True
100252,35-44,Zagreb,False
100253,25-34,East,False
100254,25-34,Central,False
100255,45-54,Central,False
100256,55-64,Zagreb,False
100257,25-34,East,False
100258,18-24,West,False
100259,45-54,West,True
100260,25-34,Zagreb,True
100261,55-64,South,True
100262,25-34,Zagreb,True
100263,25-34,West,False
100264,65+,Zagreb,False
100265,25-34,South,False
100266,25-34,West,True
100267,25-34,South,False
100268,25-34,Zagreb,False
100269,18-24,West,False
100270,18-24,Zagreb,False
100271,25-34,North,False
100272,18-24,South,True
100273,45-54,Central,False
100274,45-54,Central,True
100275,35-44,Zagreb,True
100276,25-34,East,False
100277,35-44,Zagreb,True
100278,55-64,Zagreb,False
100279,55-64,South,False
100280,18-24,East,False
100281,25-34,Zagreb,False
100282,25-34,North,False
100283,25-34,Zagreb,False
100284,45-54,Zagreb,False
100285,35-44,West,True
100286,18-24,Zagreb,True
100287,35-44,Zagreb,True
100288,35-44,Zagreb,False
100289,25-34,Central,True
100290,55-64,Zagreb,True
100291,18-24,Zagreb,False
100292,65+,South,True
100293,25-34,East,True
100294,55-64,Zagreb,True
100295,65+,West,True
100296,65+,East,True
100297,55-64,West,False
100298,55-64,Zagreb,True
100299,45-54,Zagreb,False
100300,55-64,Zagreb,True
100301,25-34,East,True
100302,35-44,North,True
100303,35-44,North,True
100304,55-64,North,True
100305,35-44,North,False
100306,35-44,North,False
100307,45-54,Zagreb,False
100308,25-34,East,False
100309,25-34,West,True
100310,35-44,South,False
100311,35-44,Zagreb,True
100312,25-34,North,False
100313,35-44,Zagreb,True
100314,35-44,East,False
100315,25-34,North,False
100316,35-44,South,True
100317,45-54,South,True
100318,25-34,Zagreb,False
100319,65+,North,False
100320,65+,East,True
100321,35-44,Central,False
100322,25-34,West,False
100323,35-44,Zagreb,False
100324,55-64,Zagreb,False
100325,45-54,Central,True
100326,55-64,North,True
100327,35-44,Central,False
100328,45-54,Zagreb,False
100329,25-34,Zagreb,False
100330,45-54,Zagreb,False
100331,25-34,West,False
100332,45-54,North,False
100333,55-64,Zagreb,False
100334,25-34,Zagreb,True
100335,45-54,West,False
100336,25-34,East,False
100337,45-54,West,False
100338,18-24,South,True
100339,65+,Zagreb,False
100340,25-34,South,True
100341,65+,North,False
100342,55-64,Central,False
100343,45-54,North,False
100344,55-64,East,False
100345,55-64,Central,False
100346,65+,Zagreb,True
100347,25-34,North,False
100348,45-54,Zagreb,True
100349,25-34,Zagreb,False
100350,45-54,East,False
100351,25-34,Central,False
100352,35-44,Zagreb,False
100353,45-54,Zagreb,False
100354,35-44,South,False
100355,35-44,North,False
100356,55-64,Central,False
100357,55-64,Zagreb,True
100358,35-44,Central,False
100359,45-54,West,True
100360,65+,Zagreb,False
100361,25-34,East,False
100362,25-34,Zagreb,False
100363,18-24,Zagreb,True
100364,45-54,East,False
100365,35-44,East,False
100366,55-64,East,True
100367,45-54,East,False
100368,35-44,North,False
100369,55-64,East,True
100370,55-64,Zagreb,False
100371,25-34,Zagreb,False
100372,35-44,Zagreb,False
100373,25-34,South,True
100374,25-34,Zagreb,False
100375,25-34,North,True
100376,65+,East,False
100377,35-44,Central,False
100378,35-44,West,False
100379,45-54,Central,False
100380,35-44,Zagreb,True
100381,65+,Zagreb,True
100382,55-64,West,True
100383,35-44,South,False
100384,35-44,South,True
100385,65+,West,False
100386,45-54,North,True
100387,65+,Zagreb,False
100388,25-34,Central,True
100389,55-64,Central,False
100390,45-54,Zagreb,True
100391,25-34,Central,True
100392,45-54,South,True
100393,45-54,Zagreb,False
100394,18-24,North,False
100395,35-44,North,False
100396,55-64,Zagreb,True
100397,25-34,West,False
100398,35-44,Central,True
100399,35-44,Zagreb,False
100400,25-34,West,True
100401,65+,North,False
100402,55-64,East,False
100403,25-34,Central,False
100404,65+,South,False
100405,55-64,Zagreb,False
100406,25-34,East,False
100407,55-64,Central,False
100408,25-34,South,False
100409,65+,West,False
100410,45-54,South,False
100411,45-54,Zagreb,False
100412,25-34,North,True
100413,55-64,Zagreb,False
100414,18-24,East,False
100415,25-34,West,True
100416,25-34,East,False
100417,55-64,Zagreb,False
100418,25-34,Central,False
100419,65+,Zagreb,False
100420,45-54,Zagreb,False
100421,18-24,Central,True
100422,18-24,West,False
100423,18-24,Zagreb,False
100424,45-54,East,False
100425,55-64,East,False
100426,25-34,Zagreb,True
100427,55-64,East,True
100428,18-24,Zagreb,False
100429,55-64,West,True
100430,65+,Central,True
100431,55-64,Zagreb,False
100432,45-54,Zagreb,False
100433,55-64,Zagreb,True
100434,18-24,South,False
100435,25-34,West,True
100436,25-34,West,False
100437,35-44,North,True
100438,45-54,West,False
100439,45-54,East,False
100440,55-64,Zagreb,False
100441,25-34,North,False
100442,45-54,North,False
100443,25-34,North,False
100444,25-34,Zagreb,True
100445,45-54,North,False
100446,65+,East,False
100447,45-54,Zagreb,False
100448,18-24,Zagreb,False
100449,45-54,Central,True
100450,18-24,East,False
100451,55-64,North,False
100452,45-54,South,False
100453,25-34,North,True
100454,25-34,Zagreb,True
100455,25-34,Zagreb,True
100456,65+,Zagreb,True
100457,35-44,Zagreb,True
100458,55-64,West,False
100459,45-54,South,False
100460,45-54,North,True
100461,25-34,Zagreb,False
100462,65+,Zagreb,False
100463,25-34,Central,True
100464,45-54,South,False
100465,45-54,North,True
100466,45-54,South,False
100467,65+,Zagreb,True
100468,25-34,East,False
100469,35-44,Zagreb,False
100470,35-44,East,False
100471,35-44,Central,False
100472,25-34,Central,False
100473,25-34,West,False
100474,25-34,Zagreb,True
100475,25-34,Zagreb,False
100476,35-44,Central,True
100477,45-54,East,False
100478,45-54,South,False
100479,35-44,West,False
100480,35-44,North,False
100481,25-34,East,False
100482,45-54,Central,False
100483,25-34,Zagreb,True
100484,18-24,North,False
100485,35-44,Zagreb,False
100486,35-44,Zagreb,False
100487,25-34,West,False
100488,45-54,East,True
100489,35-44,West,True
100490,45-54,South,True
100491,45-54,West,False
100492,45-54,West,True
100493,25-34,Zagreb,False
100494,55-64,Zagreb,False
100495,35-44,Central,True
100496,35-44,Zagreb,True
100497,45-54,North,False
100498,35-44,South,False
100499,35-44,Central,False
100500,45-54,Zagreb,True
100501,55-64,Central,False
100502,65+,West,True
100503,35-44,South,False
100504,35-44,Central,False
100505,55-64,Zagreb,False
100506,25-34,West,False
100507,55-64,Central,True
100508,35-44,North,False
100509,25-34,West,False
100510,18-24,East,False
100511,55-64,South,False
100512,18-24,South,True
100513,25-34,Zagreb,False
100514,35-44,North,False
100515,25-34,Zagreb,False
100516,25-34,Zagreb,True
100517,45-54,Zagreb,False
100518,18-24,East,False
100519,55-64,Zagreb,False
100520,55-64,West,False
100521,35-44,Zagreb,True
100522,25-34,Zagreb,False
100523,45-54,Zagreb,True
100524,25-34,North,True
100525,35-44,Zagreb,False
100526,65+,West,False
100527,65+,North,True
100528,55-64,South,True
100529,25-34,Zagreb,False
100530,45-54,Zagreb,True
100531,45-54,West,False
100532,35-44,North,False
100533,45-54,Zagreb,False
100534,18-24,Zagreb,False
100535,25-34,South,True
100536,35-44,Zagreb,True
100537,25-34,North,True
100538,25-34,South,False
100539,55-64,Central,False
100540,65+,West,True
100541,35-44,North,False
100542,55-64,Central,False
100543,65+,East,True
100544,25-34,Zagreb,False
100545,35-44,East,True
100546,35-44,South,False
100547,18-24,North,False
100548,55-64,East,False
100549,35-44,North,True
100550,35-44,Central,True
100551,25-34,Central,False
100552,25-34,North,True
100553,65+,Zagreb,True
100554,18-24,Zagreb,True
100555,25-34,Zagreb,False
100556,25-34,Central,False
100557,35-44,North,False
100558,45-54,North,False
100559,35-44,North,False
100560,18-24,North,True
100561,25-34,Central,False
100562,55-64,Central,True
100563,45-54,West,True
100564,45-54,Zagreb,True
100565,45-54,Central,False
100566,55-64,Zagreb,False
100567,18-24,Zagreb,True
100568,35-44,Central,False
100569,35-44,Zagreb,False
100570,35-44,Zagreb,True
100571,55-64,Zagreb,False
100572,35-44,East,False
100573,55-64,Zagreb,True
100574,55-64,West,False
100575,35-44,North,True
100576,65+,Zagreb,True
100577,45-54,East,False
100578,55-64,West,False
100579,35-44,Central,False
100580,35-44,Zagreb,False
100581,35-44,West,False
100582,25-34,East,True
100583,35-44,South,True
100584,65+,East,False
100585,45-54,Zagreb,False
100586,25-34,West,False
100587,35-44,Zagreb,True
100588,25-34,Central,False
100589,18-24,East,False
100590,65+,Zagreb,False
100591,35-44,Zagreb,False
100592,25-34,Zagreb,False
100593,45-54,Zagreb,False
100594,18-24,East,False
100595,25-34,Central,False
100596,45-54,Zagreb,True
100597,45-54,Zagreb,True
100598,65+,West,True
100599,45-54,Zagreb,False
100600,35-44,West,False
100601,55-64,Zagreb,True
100602,65+,West,False
100603,45-54,Central,True
100604,65+,Zagreb,False
100605,55-64,Zagreb,False
100606,55-64,Zagreb,False
100607,25-34,Zagreb,False
100608,45-54,North,True
100609,35-44,Central,False
100610,35-44,Central,False
100611,45-54,Zagreb,False
100612,65+,Central,True
100613,65+,Zagreb,True
100614,25-34,Zagreb,False
100615,45-54,Zagreb,False
100616,45-54,North,True
100617,35-44,Zagreb,True
100618,25-34,Zagreb,True
100619,18-24,North,False
100620,55-64,South,False
100621,35-44,Central,False
100622,65+,South,True
100623,35-44,Zagreb,True
100624,65+,West,False
100625,35-44,Zagreb,True
100626,55-64,Zagreb,False
100627,18-24,Zagreb,True
100628,35-44,North,False
100629,55-64,Zagreb,False
100630,65+,Central,False
100631,55-64,West,False
100632,18-24,Zagreb,False
100633,35-44,West,True
100634,18-24,Zagreb,True
100635,25-34,Zagreb,False
100636,45-54,Zagreb,True
100637,45-54,Zagreb,True
100638,55-64,Zagreb,True
100639,55-64,Zagreb,False
100640,45-54,Zagreb,False
100641,55-64,West,True
100642,18-24,West,False
100643,25-34,South,False
100644,45-54,Zagreb,True
100645,55-64,Zagreb,False
100646,18-24,East,False
100647,35-44,East,False
100648,45-54,Zagreb,False
100649,18-24,West,False
100650,35-44,South,True
100651,55-64,Zagreb,False
100652,45-54,South,False
100653,25-34,Zagreb,False
100654,55-64,North,False
100655,35-44,Zagreb,False
100656,55-64,East,False
100657,25-34,Zagreb,False
100658,45-54,East,False
100659,35-44,Zagreb,False
100660,25-34,North,False
100661,55-64,Central,True
100662,25-34,Zagreb,True
100663,18-24,East,True
100664,35-44,South,True
100665,45-54,South,True
100666,55-64,South,True
100667,65+,Zagreb,True
100668,25-34,East,True
100669,35-44,West,False
100670,25-34,South,False
100671,45-54,Zagreb,False
100672,65+,South,False
100673,45-54,North,False
100674,45-54,West,False
100675,35-44,East,False
100676,65+,Zagreb,True
100677,35-44,Zagreb,True
100678,25-34,Zagreb,False
100679,35-44,Central,True
100680,18-24,East,False
100681,25-34,North,False
100682,18-24,Central,True
100683,35-44,East,True
100684,45-54,Zagreb,False
100685,35-44,Zagreb,False
100686,35-44,North,False
100687,65+,North,True
100688,55-64,South,True
100689,35-44,South,True
100690,25-34,East,True
100691,55-64,Zagreb,True
100692,25-34,West,True
100693,25-34,Zagreb,False
100694,65+,East,True
100695,35-44,South,False
100696,45-54,South,True
100697,45-54,South,True
100698,45-54,Zagreb,False
100699,25-34,North,False
100700,25-34,West,False
100701,25-34,Zagreb,False
100702,25-34,West,False
100703,55-64,North,True
100704,25-34,South,False
100705,35-44,North,True
100706,55-64,Zagreb,True
100707,55-64,South,False
100708,35-44,Central,False
100709,35-44,North,False
100710,65+,South,True
100711,45-54,East,False
100712,55-64,East,True
100713,65+,North,True
100714,55-64,West,True
100715,25-34,East,False
100716,35-44,Central,True
100717,25-34,South,False
100718,45-54,Zagreb,True
100719,65+,West,True
100720,35-44,West,True
100721,35-44,Zagreb,True
100722,18-24,Central,True
100723,65+,West,False
100724,25-34,East,False
100725,18-24,Zagreb,True
100726,25-34,Zagreb,True
100727,18-24,Zagreb,False
100728,35-44,North,False
100729,35-44,Central,False
100730,25-34,East,True
100731,18-24,East,True
100732,25-34,North,False
100733,35-44,Central,True
100734,18-24,South,True
100735,45-54,West,True
100736,25-34,Central,False
100737,25-34,Zagreb,False
100738,35-44,South,False
100739,35-44,West,False
100740,18-24,South,False
100741,25-34,East,False
100742,55-64,Zagreb,False
100743,18-24,North,True
100744,35-44,Zagreb,True
100745,35-44,North,True
100746,35-44,North,False
100747,35-44,South,False
100748,55-64,East,False
100749,55-64,North,False
100750,25-34,Central,True
100751,25-34,Zagreb,True
100752,25-34,Zagreb,False
100753,35-44,Central,False
100754,45-54,Zagreb,False
100755,25-34,Zagreb,True
100756,35-44,East,True
100757,65+,Zagreb,False
100758,18-24,Zagreb,False
100759,35-44,East,False
100760,45-54,South,False
100761,25-34,Zagreb,True
100762,18-24,North,True
100763,25-34,East,True
100764,65+,Central,False
100765,18-24,East,False
100766,25-34,Central,False
100767,18-24,West,False
100768,25-34,Zagreb,False
100769,45-54,West,True
100770,25-34,Zagreb,False
100771,35-44,West,True
100772,45-54,Central,False
100773,55-64,East,True
100774,18-24,North,False
100775,55-64,East,False
100776,45-54,Zagreb,True
100777,25-34,East,False
100778,55-64,East,True
100779,55-64,North,True
100780,25-34,North,True
100781,65+,North,True
100782,35-44,West,True
100783,45-54,North,False
100784,65+,East,False
100785,35-44,South,True
100786,55-64,Zagreb,False
100787,25-34,Zagreb,False
100788,55-64,South,True
100789,45-54,Central,True
100790,25-34,North,False
100791,35-44,Zagreb,True
100792,25-34,East,True
100793,18-24,West,True
100794,18-24,North,False
100795,35-44,West,True
100796,18-24,Zagreb,True
100797,25-34,East,True
100798,45-54,Zagreb,True
100799,45-54,East,False
100800,45-54,West,False
100801,25-34,Zagreb,False
100802,55-64,East,False
100803,45-54,Zagreb,False
100804,25-34,North,False
100805,25-34,Zagreb,True
100806,45-54,East,False
100807,25-34,South,True
100808,35-44,Zagreb,False
100809,65+,Zagreb,False
100810,18-24,Zagreb,False
100811,18-24,East,True
100812,65+,Zagreb,False
100813,45-54,South,False
100814,25-34,Central,True
100815,55-64,Central,False
100816,55-64,Zagreb,False
100817,35-44,North,False
100818,45-54,West,False
100819,25-34,East,False
100820,18-24,Central,False
100821,45-54,Central,False
100822,25-34,South,False
100823,45-54,North,False
100824,55-64,West,False
100825,18-24,Zagreb,False
100826,45-54,East,True
100827,25-34,East,False
100828,55-64,North,False
100829,25-34,Zagreb,False
100830,45-54,North,False
100831,35-44,Zagreb,True
100832,35-44,East,False
100833,45-54,Zagreb,True
100834,45-54,East,False
100835,35-44,North,True
100836,55-64,Zagreb,False
100837,65+,Central,False
100838,35-44,Zagreb,True
100839,35-44,East,False
100840,18-24,South,True
100841,55-64,West,False
100842,35-44,East,False
100843,35-44,North,False
100844,25-34,East,False
100845,55-64,North,True
100846,35-44,Zagreb,True
100847,45-54,Zagreb,False
100848,25-34,South,True
100849,65+,Zagreb,False
100850,25-34,North,False
100851,25-34,Zagreb,True
100852,55-64,Zagreb,True
100853,65+,Zagreb,False
100854,25-34,North,False
100855,35-44,East,True
100856,45-54,South,False
100857,55-64,Central,True
100858,35-44,West,False
100859,35-44,East,True
100860,45-54,Zagreb,False
100861,45-54,West,False
100862,55-64,North,True
100863,35-44,West,True
100864,25-34,Zagreb,False
100865,65+,North,False
100866,55-64,Zagreb,False
100867,55-64,Zagreb,True
100868,25-34,Central,True
100869,25-34,West,False
100870,45-54,West,False
100871,18-24,West,False
100872,65+,West,False
100873,35-44,West,True
100874,45-54,Central,False
100875,55-64,West,False
100876,35-44,Zagreb,True
100877,25-34,South,False
100878,45-54,East,True
100879,45-54,Zagreb,False
100880,35-44,North,False
100881,45-54,West,True
100882,65+,Central,True
100883,35-44,Zagreb,True
100884,25-34,North,False
100885,35-44,West,False
100886,35-44,Central,False
100887,25-34,Zagreb,False
100888,25-34,Central,False
100889,45-54,Central,False
100890,35-44,Zagreb,False
100891,65+,Zagreb,True
100892,25-34,North,False
100893,25-34,Central,False
100894,55-64,South,False
100895,55-64,South,True
100896,25-34,Central,True
100897,25-34,North,False
100898,25-34,Zagreb,False
100899,35-44,East,False
100900,35-44,East,True
100901,25-34,Central,False
100902,18-24,South,False
100903,35-44,Zagreb,False
100904,65+,North,False
100905,45-54,East,True
100906,35-44,North,False
100907,25-34,Zagreb,False
100908,25-34,East,False
100909,25-34,Zagreb,True
100910,55-64,North,False
100911,55-64,South,False
100912,65+,North,False
100913,65+,Zagreb,True
100914,65+,West,False
100915,65+,Zagreb,True
100916,18-24,Zagreb,True
100917,25-34,South,True
100918,25-34,West,True
100919,35-44,Zagreb,True
100920,25-34,Central,False
100921,55-64,East,False
100922,45-54,South,False
100923,35-44,East,True
100924,25-34,Central,True
100925,25-34,Zagreb,True
100926,25-34,Zagreb,False
100927,55-64,Zagreb,True
100928,45-54,East,True
100929,45-54,East,False
100930,25-34,Zagreb,True
100931,35-44,Zagreb,True
100932,35-44,North,True
100933,55-64,Zagreb,True
100934,55-64,West,False
100935,25-34,West,False
100936,65+,East,True
100937,25-34,South,True
100938,55-64,East,False
100939,25-34,East,False
100940,25-34,East,True
100941,55-64,Zagreb,False
100942,25-34,Zagreb,True
100943,35-44,East,True
100944,35-44,Zagreb,True
100945,25-34,West,False
100946,45-54,Zagreb,True
100947,55-64,North,True
100948,55-64,East,False
100949,35-44,Zagreb,False
100950,35-44,Zagreb,False
100951,25-34,East,True
100952,25-34,Zagreb,False
100953,25-34,Zagreb,False
100954,65+,Zagreb,True
100955,55-64,East,True
100956,55-64,West,False
100957,35-44,West,True
100958,35-44,North,True
100959,35-44,Central,False
100960,35-44,South,False
100961,35-44,North,True
100962,25-34,South,False
100963,25-34,West,False
100964,65+,Zagreb,True
100965,35-44,North,True
100966,65+,South,False
100967,25-34,Zagreb,False
100968,35-44,Zagreb,False
100969,25-34,Zagreb,False
100970,25-34,Zagreb,False
100971,18-24,Zagreb,False
100972,25-34,North,True
100973,65+,West,False
100974,25-34,Zagreb,False
100975,45-54,West,False
100976,35-44,South,False
100977,35-44,North,True
100978,35-44,South,False
100979,25-34,East,False
100980,65+,Zagreb,True
100981,55-64,Zagreb,True
100982,45-54,East,True
100983,35-44,South,False
100984,25-34,Zagreb,False
100985,65+,East,True
100986,35-44,West,False
100987,18-24,South,False
100988,35-44,South,False
100989,55-64,Zagreb,False
100990,45-54,Zagreb,True
100991,55-64,Zagreb,False
100992,55-64,Zagreb,False
100993,25-34,West,False
100994,65+,Central,False
100995,35-44,South,False
100996,45-54,North,False
100997,18-24,North,False
100998,65+,Zagreb,True
100999,25-34,North,True
101000,18-24,West,False
101001,35-44,Central,False
101002,25-34,West,True
101003,25-34,West,False
101004,45-54,Zagreb,False
101005,35-44,Zagreb,False
101006,65+,Central,True
101007,25-34,North,True
101008,45-54,Zagreb,False
101009,35-44,Zagreb,False
101010,45-54,South,True
101011,45-54,West,False
101012,35-44,Zagreb,False
101013,65+,Central,False
101014,35-44,Zagreb,False
101015,25-34,Zagreb,False
101016,45-54,Zagreb,False
101017,55-64,Zagreb,False
101018,18-24,South,False
101019,35-44,Zagreb,False
101020,55-64,East,True
101021,45-54,West,False
101022,65+,Zagreb,True
101023,35-44,East,False
101024,45-54,North,False
101025,25-34,Zagreb,False
101026,65+,Zagreb,True
101027,35-44,West,False
101028,45-54,North,True
101029,35-44,Zagreb,False
101030,35-44,North,False
101031,45-54,West,False
101032,35-44,Central,True
101033,65+,South,False
101034,35-44,West,True
101035,45-54,Zagreb,True
101036,35-44,Zagreb,False
101037,35-44,North,False
101038,35-44,North,False
101039,25-34,East,True
101040,25-34,Central,False
101041,45-54,Zagreb,True
101042,45-54,South,False
101043,45-54,East,True
101044,18-24,Central,True
101045,25-34,North,False
101046,25-34,Central,False
101047,55-64,South,True
101048,55-64,Zagreb,True
101049,25-34,North,False
101050,45-54,Central,True
101051,25-34,West,False
101052,25-34,Central,True
101053,25-34,Zagreb,True
101054,25-34,Central,False
101055,45-54,Central,True
101056,65+,Zagreb,False
101057,25-34,East,False
101058,35-44,East,True
101059,45-54,Zagreb,True
101060,65+,Zagreb,False
101061,45-54,West,False
101062,25-34,Zagreb,True
101063,45-54,Zagreb,False
101064,25-34,Central,True
101065,65+,Zagreb,False
101066,35-44,Zagreb,False
101067,45-54,South,True
101068,18-24,East,True
101069,35-44,Zagreb,False
101070,55-64,Zagreb,False
101071,45-54,Zagreb,False
101072,35-44,Central,True
101073,65+,North,False
101074,55-64,Zagreb,False
101075,25-34,South,True
101076,35-44,Central,False
101077,35-44,West,True
101078,45-54,Central,False
101079,35-44,South,False
101080,25-34,North,True
101081,65+,Zagreb,False
101082,65+,Zagreb,False
101083,55-64,Zagreb,False
101084,65+,West,False
101085,45-54,East,False
101086,55-64,Zagreb,True
101087,55-64,Zagreb,False
101088,35-44,Central,False
101089,35-44,North,False
101090,25-34,West,False
101091,45-54,South,False
101092,25-34,West,True
101093,25-34,Zagreb,False
101094,45-54,Central,False
101095,35-44,East,False
101096,25-34,West,True
101097,55-64,Zagreb,True
101098,55-64,Central,True
101099,25-34,East,False
101100,18-24,North,False
101101,35-44,Zagreb,False
101102,55-64,Zagreb,False
101103,55-64,West,False
101104,25-34,Zagreb,False
101105,55-64,North,True
101106,25-34,East,True
101107,35-44,Zagreb,False
101108,65+,Central,True
101109,25-34,Zagreb,True
101110,25-34,East,True
101111,35-44,Zagreb,True
101112,45-54,North,False
101113,65+,East,False
101114,65+,West,False
101115,18-24,Zagreb,True
101116,25-34,Zagreb,False
101117,55-64,Zagreb,True
101118,25-34,Zagreb,True
101119,55-64,North,True
101120,45-54,South,False
101121,25-34,North,True
101122,55-64,Zagreb,False
101123,25-34,South,True
